artist|title|year|lyric
Future|rocket ship|2019| Drankin' lean, totin' extendos Phantom long like a limo I've been poppin' since my demos I've been poppin' since my demos, bitch I've been poppin' since my demos, bitch, yeah Bust the bales down in the kitchen, bitch, yeah Cookin' coke up, water whip that shit, yeah Pull the boat up, we want all the bricks, yeah Call your ho up, she take all the dick, yeah I took four, I feel like a rocket ship, yeah Ice on both arms, got me in galaxy, yeah Louis V throwon, got me arrogant, yeah We had them chickens filled up in the Dually, I'm tellin' you, you can ask Chuck if he call I had the pounds, the pills, whatever you wanted, we puttin' a cut on the dog I went to space and ain't ever gon' come back to Earth, they gonna throw a lil' salt You chargin' K for Actavis, dawg, it's good, you need to bring it all Police done stopped comin' through Lil Mexico 'cause we made the laws Soon as I got my first check I was crooked, so I had paid 'em off Soon as they get word a nigga snitchin', they gotta knock him off Soon as we get them birds, we go tweakin', then we go ship 'em off I've been poppin' since my demos, bitch, yeah Bust the bales down in the kitchen, bitch, yeah Cookin' coke up, water whip that shit, yeah Pull the boat up, we want all the bricks, yeah Call your ho up, she take all the dick, yeah I took four, I feel like a rocket ship, yeah Ice on both arms, got me in galaxy, yeah Louis V throwon, got me arrogant, yeah We had them chickens filled up in the Dually, I'm tellin' you, you can ask Chuck if he call III had the pounds, the pills, whatever you wanted, we puttin' a cut on the dog I've been poppin' since my demos, bitch, yeah 
Future|commas|2015|Fake nigga lie to a real nigga, that's just some shit that you don't do Imma stay riding for my real niggas, that's just some shit that I'm gon' do Fuck all the commas, let's fuck up some commas nigga Let's fuck up some commas, let's do that shit random Yeah, Future Future Hendrix, it's some shit you don't do Fuck up some commas, let's fuck up some commas yeah Let's fuck up some commas, let's fuck up some commas yeah Forty thou to a hunned thou A hunned thou 'nother hunned thou Three hunned thou, five hunned thou A milli y'all let's have a money shower Fuck up some commas, let's fuck up some commas yeah Let's fuck up some commas, let's fuck up some commas yeah Forty thou to a hunned thou A hunned thou 'nother hunned thou Three hunned thou, five hunned thou A milli y'all let's have a money shower Fuck up the lumber, I'm hot like a sauna yeah The burner is on me, can't play with that money yeah I'm fucking with shorty, I'm loving the way that she fucking me yeah Give no fucks yeah, we don't give no fucks yeah Throw my cup yeah, I just bought my plug yeah Full of mud yeah, niggas full of them drugs yeah Feeling real right yeah, I'm on same thing as Mike yeah Bought a lil ice yeah, I wanna beat that dope like Ike yeah Fuck up some commas, let's fuck up some commas yeah Let's fuck up some commas, let's fuck up some commas yeah Forty thou to a hunned thou A hunned thou 'nother hunned thou Three hunned thou, five hunned thou A milli y'all let's have a money shower Fuck up some commas, let's fuck up some commas yeah Let's fuck up some commas, let's fuck up some commas yeah Forty thou to a hunned thou A hunned thou 'nother hunned thou Three hunned thou, five hunned thou A milli y'all let's have a money shower Smoke the first hours, grind and sleep hours Put 's on the new Audi, white on white like baby powder Drop ya bitch off at Fulton County, might count it up and then recount it Double Cup like Tunechi, bust it down with these goonies Give no fucks yeah, we don't give no fucks yeah Go fill my cup yeah, bitch go fill my cup yeah You heard that the slums made me, I'm cool with the Konvicts The coupe look like Akon, fuck all that bum shit Fuck up some commas, let's fuck up some commas yeah Let's fuck up some commas, let's fuck up some commas yeah Forty thou to a hunned thou A hunned thou 'nother hunned thou Three hunned thou, five hunned thou A milli y'all let's have a money shower Fit it, critic, get it, hit it, run it, drill it, wet it, I'm in it, really Split it fiftyfifty. Ball, Reggie. Ready, set, go! it Throw that money in the air, watch it fall to the floor Heard ya ordered up some racks, need to order up some more Audemar, yeah. Eighty on the watch, yeah Katy Perry yeah, servin' Katy Perry yeah I should ball yeah, I should break you off yeah Break you off yeah, made myself a boss yeah Fuck up some commas, let's fuck up some commas yeah Let's fuck up some commas, let's fuck up some commas yeah Forty thou to a hunned thou A hunned thou 'nother hunned thou Three hunned thou, five hunned thou A milli y'all let's have a money shower Give no fucks yeah, we don't give no fucks yeah Give no fucks yeah, we don't give no fucks yeah Forty thou to a hunned thou A hunned thou 'nother hunned thou Three hunned thou, five hunned thou A milli y'all let's have a money shower
Future|rent money|2017|Super! They go crazy Yeah They comin' in and out, in and out, in and out Trap spot boomin' Got the money comin' in, it ain't no issues I just a fucked a rapper bitch, I should diss you Got the MAC cocked, it got the kick too Servin' niggas like Doughbeezy in my house shoes Ya baby mama fuck me better when the rent's due I just a fucked a rapper bitch, I should diss you She sucked my dick, she came home, I bet she kissed you Treat me like I'm Al Capone, nigga, fuck you John Gotti, Illuminati, nigga, fuck you I put a middle finger up, because, fuck you This money got me geekin' up, nigga, fuck you Red bottoms with the fur like Frank Luc I bought some VVS and she caught the chain flu I fucked this R&B bitch, I should thank you Yah, I was sippin' my codeine from the beginnin' She jocked my whole team, she seen who's winnin' We light Liv up on a Sunday, come see us livin' This for my dogs on the one way in penitentiaries Send a direct hit, you gotta pay attention I just lit my wrist up, I need some more attention She didn't wanna play fair, I put her on suspension I put a ki on Greyhound now I'm in a new dimension Offered her , keep tryin' to take some of my percentage I was petrified you know my right wrist authentic I get glorified, that Richard Mille cost I'm a big dog, it ain't no sense in holdin' back On my Usain Bolt shit, I ran up me a sack Fuckin' with them strippers all in G And as soon as the club closed we board the G I got scammers and junkies lined up on each side I got five percent tint on each side I tried to make it outta school on the East Side I'm on my Nicky Barnes shit, so it's fuck school I'm blowin' money real fast like Big Meech crew I like my hundreds stacked up, I like 'em neat too They come in stuck together when they in the wrap still I fucked a rapper bitch, I was on a drug deal I fucked a rapper bitch, I was on a drug deal Got the money comin' in, it ain't no issues I just a fucked a rapper bitch, I should diss you Got the MAC cocked, it got the kick too Servin' niggas like Doughbeezy in my house shoes Ya baby mama fuck me better when the rent's due I just a fucked a rapper bitch, I should diss you She sucked my dick, she came home, I bet she kissed you I fucks R&B bitches, should thank you Them bricks coming in like the John Doe crew They put a number on your head, they tryna stank you I'm 'bout to take 'em out the game, nigga fuck you They got me goin' insane, now it's fuck you I let my brother fuck your bitch, he got the dog food I damn near get half a ticket for a walk through I fuck dem Super Bowl bitches down in Houston I got this Westside freakin' like boostin' I built my empire up like Lucious Ayy gimme pounds, gimme bricks, I'm a nuisance I make the blogs with ya bitch cause I'm ruthless I make the blogs with ya bitch cause I'm ruthless Yah, I get cash money like I'm Mack Maine I just put a rapper bitch on game I be smokin' rapper weed with my gang I just slam dunked ya bitch hall of fame Got the money comin' in, it ain't no issues I just a fucked a rapper bitch, I should diss you Got the MAC cocked, it got the kick too Servin' niggas like Doughbeezy in my house shoes Ya baby mama fuck me better when the rent's due I just a fucked a rapper bitch, I should diss you She sucked my dick, she came home, I bet she kissed you *Knocking* Nigga, with yo loud ass, bruh Yo, what's going on E The Big Frank Dog I know you be trippin', bruh I just got this lil, god damn, hoe with me, bruh Let me get a gram right quick; smoke that hoe out, right quick A gram? Man, if you don't get yo ass up outta here, nigga Get that nigga ass up outta here, man Nigga talkin' about he want a gram What, you wanna Grammy? Boy, you trippin'; you trippin', bruh Let me leave with a bag, then, I'm good for it You a goddamn fool; I can't do nothin' with no god damn $ Get yo ass on outta here, man Try to come up here for no damn gram, nigga That's candy money nigga A gram!?
Future|please tell me|2019| Please tell me one Rolex won't do Please tell me want the new Bentley coupe Yeah, yeah, yeah Please Please tell me I can throw the sauce on you Please tell me all the fuckin' bosses want you Please tell me I can buy Chanel for you Please tell me one Rolex won't do Know I hustle hard, ain't got no time If I'm with my boys I'm with my slimes If you play your cards, you gon' be fine I told you when I got it, it was mine Shawty want big dog status Shawty want big boy carats Shawty rock big boy Pateks She ain't never had my status She ain't never seen it in person, yeah She was just thinkin' they had it She ain't never seen a real nigga, yeah She was just thinkin' you the one Put you on a whole lotta game, yeah Put you in a whole lotta furs Put her in a big boy Range, yeah Put her in a big boy Spur, yeah You know I got the drank out the mud, yeah You know I got the diamonds out the dirt Shawty gotta wipe this off So I gotta pipe that down When a rich nigga text her phone Baby gotta screenshot now Went to sleep with all my jewelry on me, yeah I bet she tryna take a peek now You can splurge all day long, yeah Fuckin' with a rich nigga now, yeah And all I really want is for you to hold me down Please Please tell me I can throw the sauce on you Please tell me all the fuckin' bosses want you Please tell me I can buy Chanel for you Please tell me one Rolex won't do Know I hustle hard, ain't got no time If I'm with my boys I'm with my slimes If you play your cards, you gon' be fine I told you when I got it, it was mine Please tell me that you do this often French manicures when I'm golfin' If I buy you Hermes, I'm bein' cautious If I buy you Birkins, you gettin' saucy Yeah, Chanel No. , yeah, drop one dime, yeah Steaks and shrimps at Prime, yeah, we eatin' private, yeah Yeah, you ain't gotta have a cosigner 'cause I'm buyin' it, yeah If they tell you that it's mine, it's one of a kind Please don't tell me you want it, 'cause I'm buyin' Please, please keep it exclusive like my diamonds Please, please keep it tight 'cause you the finest Please, please tell me it's one of a kind, baby Yeah, please tell me I can throw the sauce on you Please tell me all the fuckin' bosses want you Please tell me I can buy Chanel for you Please tell me one Rolex won't do Know I hustle hard, ain't got no time If I'm with my boys I'm with my slimes If you play your cards, you gon' be fine I told you when I got it, it was mine Shawty want big dog status Shawty want big boy carats, yeah Shawty rock big boy Pateks, yeah She ain't never had my status, yeah She ain't never seen it in person, yeah You know I got the drank out the mud, yeah You know I got the diamonds out the dirt Shawty gotta wipe this off So I gotta pipe that down 
Future|where ya at|2016|feat. Young Scooter I got homies, they just waiting for a bond I got ice and I got Christian Louie Vuittons They gonna clone a nigga swagging and they gonna run We get money fuck it up just for fun We been working with that A since day one I stay hustling like I ain't already won Moving trucks, loads of midget by the ton I know niggas just like me where ya from I ...get to the money, had to buy a bag with a bunch of money I just ate and I'm still hungry I've been throwin' and I'm still throwin' These niggas fake, they really foreign I stay draping and I stay touring A, FB, my plug here, my bitch foreign Gotta feel my niggas like ever time They talk then on the phone line We made a mill in no time They still hating, we still shine You fascinated by my life I turnt up, you sound bite My adlibs be too high, got white gold, got new ice Got faragamo got new chanel, won't hesitate to send them through the mail I think her don't still here I'm a trail blazer, you can't compare My hard times and my hard work I sip syrup, wear designer shirt I'm a trendsetter, I did it first I been fly since my birth It's my gift, my curse I got homies, they just waiting for a bond I got ice and I got Christian Louie Vuittons They gonna clone a nigga swagg and they gonna run We get money fuck it up just for fun We been working with the A from Day I stay hustling like I ain't already won Moving trucks, loads of midget by the ton I know niggas just like me where ya from The streets in trouble I just make bond Flight risk, I'm always on the run We got choppas we got hand guns A million cash that ain't nothin to us Freeband gang we got all the dough The life I live is international Leaning on that field got me moving slow Made so many jewels gave them to my folks Without the fork I can still cook the dough White Porsche I cooked out what I up the stove The code of the streets is to never fold Your partner missing nigga cause he snitched and told I got homies, they just waiting for a bond I got ice and I got Christian Louie Vuittons They gonna clone a nigga swagg and they gonna run We get money fuck it up just for fun We been working with the A from Day I stay hustlin like I ain't already one Moving trucks, loads of midget by the ton I know niggas just like me where ya from
Future|racks blue|2018|Zaytoven! I got the right ice I can't do wrong I got the black A.P The Patek twotone I done went colorblind I'ma get my shine on, yeah Know how I'm feeling The racks blue What I'm supposed to do when these racks blue? Ooh, ooh What I'm supposed to do when these racks blue? Ooh, ooh I shoulda gave 'em dog food and went to get noodle I shoulda never got caught up with a cougar Way too clever, ain't too jealous Ain't gon' let 'em, I never settle Life as a rebel, I'm gettin' better Bringin' pressure, I get pleasure Call Berettas, no vendetta I know my heart belongs to the ghetto Responsibilities without humility Longevity, car from Italy Fuck my enemies, get my salary Fuck envy, end in tragedy I'm your majesty, that's how I gotta be Get more liberty, should be proud of me What I'm supposed to do when these racks blue? Ooh, ooh What I'm supposed to do when these racks blue? Ooh, ooh What I'm supposed to do when these racks blue? Ooh, ooh What I'm supposed to do when these racks blue? Ooh, ooh I got the right ice I can't do wrong I got the black A.P The Patek twotone I done went colorblind I'ma get my shine on, yeah Know how I'm feeling The racks blue Comin' from poverty, hittin' the lottery Hottest commodity, the way that it had to be Ain't no comparin' me, you thinkin' charity I'm thinkin' integrity, and worryin' 'bout the legacy That I went through, thinkin' vicariously I'm in this Wraith coupe, that's momentarily I've been dead broke, treated unfairly Never break me, love or hate me She did forsake me, she wanna taste me And showed it, gave her the blue face What I'm supposed to do when these racks blue? Ooh, ooh What I'm supposed to do when these racks blue? Ooh, ooh What I'm supposed to do when these racks blue? Ooh, ooh What I'm supposed to do when these racks blue? Ooh, ooh I got the right ice I can't do wrong I got the black A.P The Patek twotone I done went colorblind I'ma get my shine on, yeah What I'm supposed to do when these racks blue? Ooh, ooh
Future|draco|2017|You better not raise your voice at me You know I got a pimp degree Pluto Draco season with the bookbag Rat tat, got a little kick back Hundreds on hundreds got a good batch You ain't never ever get you bitch back You ain't never ever get you bitch back You ain't never ever get you bitch back You ain't never ever get you bitch back You ain't never ever get you bitch back Lamborghini doors, but I never stop They done fucked around, got a nigga pissed off Nice little thot got a stiff arm Did the Heisman on the hoe got the stiff arm Fuck up that body like Tyson or Holyfield, wo wo wo wo wo A couple of pills and I got my soda filled, wo wo wo wo wo Break out a sweat, I go head over heels for these mils, wo wo wo wo wo wo She thinks she the one, but to me she ain't nothing but a thrill, whoa whoa whoa whoa whoa I've been drippin' like a God with her I been dodgin' all the flies, what else? I been fillin' up garages what else? I gave her a French menage what else Close your eyes eyes eyes I'm about to slide slide slide Wonder why why why I stay in the sky sky sky Pink Molly, let me dance with her Freestylin', let me dance with her Sky Dweller, it was sentimental Rose gold, it was sentimental Draco season with the bookbag Rat tat, got a little kick back Hundreds on hundreds, got a good batch You ain't never ever get you bitch back You ain't never ever get you bitch back You ain't never ever get you bitch back You ain't never ever get you bitch back You ain't never ever get you bitch back Fuck up my bitch by the change Want me to jump out the stage I wanna jump in the air You know the love ain't fair You killin'? then show us the proof I already got the juice Chain different colors like fruits I like to hang out the roof I got to train my bitches I'm putting chains on my bitches I'll pull some chain on the snitches I'm focused, I'm back on my mission Flex on a nigga, no apologies Molly OffWhite, done got a league Playing hockey with the ice in the Major League bitches at the St. Reg Fall back shooter like KD Back in the kitchen with the Curry Pullin' up wit Xan, can't hurt me Pineapple drink lookin' syruppy nights, I was dirty Styrofoam cups servin' patients Heard you been talkin' bout the kid Knowin' damn well that's a flagrant I cancel two bitches I got me some new bitches Come check out how I'm living I got me some new drippy I got me some new drip! She ain't got nothing to do with it I'll give my bitch to you If that what she mean to you Draco season with the bookbag Rat tat, got a little kick back Hundreds on hundreds, got a good batch You ain't never ever get you bitch back You ain't never ever get you bitch back You ain't never ever get you bitch back You ain't never ever get you bitch back You ain't never ever get you bitch back Draco season with the bookbag Rat tat, got a little kick back Hundreds on hundreds, got a good batch You ain't never ever get you bitch back You ain't never ever get you bitch back You ain't never ever get you bitch back You ain't never ever get you bitch back You ain't never ever get you bitch back Yeah I'm cruisin' in the deep Im twisted up, I got geeked Misbehaving with ya freak Can't tell she got teeth I was in her mouth like veneers Stop comparing my career Desiigner flooded through the crib Business furniture for real Bought a Fendi couch for my kids They just want to plug a nigga wig Charge a half a mil for the gig Middle fingers up, fuck the pigs Diamonds fallin' off me, let me jig Never falling off and never quit I retired cookin' up a brick Certified nigga out the six Who was wrapping dummies in the zone I was chargin' for the strong Keep on goin' in on this song Keep an F&N at your home Lesson learned and we moving on I got Firm niggas, Al Capone Got my Chi niggas on the horn Downtown Atlanta I was born
Future|xanax damage|2019| Blood, blood, blood Xanax dreams, Xanax Covered in blood, oh Baby, when the sun is out, it's like I'm not myself Xanax doin' damage, make it night so I can handle you Baby, when the moon is out, I finally know myself Xanny pills, then I feel my body startin' to give up, yeah I only call you when I'm faded Your arms around me, come and save me I only want you to have my baby When I'm drunk and I'm down and depressed I just need to confess to you Oh, ohoh Baby, if I want you, then I know there's somethin' wrong I don't mean to ruin all the times we had alone But I'm not my best with you, I'm so depressed with you But it's so hard, I don't think I can exist without you I only call you when I'm faded Your arms around me, come and save me I only want you to have my baby When I'm drunk and I'm down and depressed I just need to confess to you Oh, ohoh Baby, when the sun is out, it's like I'm not myself Xanax doin' damage, make it night so I can handle you Baby, when the moon is out, I finally know myself Xanny pills, then I feel my body startin' to give up, yeah 
Future|wifi lit|2018|Zaytoven Woah, woah, woah Gone in the sky, over , I keep my wifi lit I spend over ,, that's just on one fit I'm not going back no more when I ain't have shit Pray I get a new connect, pray I get a brick I leave a bitch in the cold, oh I don't act poor no more I left her sitting at the Loews, oh 'Cause she wasn't touching her toes, no I'm on some rich nigga shit It's all about rich nigga timing Fully loaded whip I'm gone curve you kindness I'm in Hermes drip, not in the store, you can't find it I got stacks on me and they won't fit no wallet I got Gucci socks on me and money in every pocket I got Burberry seats, the color teriyaki I'm on another wave Cut the head off the Porsche Running with a pack of wolves, ain't no extorting VIP with K's, very important Always riding with a gas torch Always riding with a mask Young nigga playing with a pinky ring Cost over bags Already know your homie singing They 'bout to get him wacked Soon as you let up, relax That's when they waiting to attack Platinum majority of the plaques Striking it off like a match Gone in the sky, over , I keep my wifi lit I spend over ,, that's just on one fit I'm not going back no more when I ain't have shit Pray I get a new connect, pray I get a brick You came from public housing You serving hand to hand, oh You got that good salmon, And smoking it fresh out the can You know how to stir your bowl up You know how to flip your bands I'm bout to go take ,, just to go shop in Japan I know the opps they thinking foul We 'bout to take out they mans We got to make some bullets shower Show you we ain't playing You gon' smell this gun powder it's gone make you dance I've been counting it up for hour Done cramped my hands Gone in the sky, over , I keep my wifi lit I spend over ,, that's just on one fit I'm not going back no more when I ain't have shit Pray I get a new connect, pray I get a brick Wifi lit, woah, woah, whoa Wifi lit Master bitch, woah, woah, whoa That's an assist Cooking grits, woah, woah, whoa Have a chicken Fuck your clique, woah woah, whoa Got them sticks Wifi lit, wifi lit Wifi lit Wifi lit Wifi lit Wifi lit Wifi lit Wifi lit Wifi lit Wifi lit Wifi lit, woah, woah, whoa Wifi lit Master bitch, woah, woah, whoa That's an assist Cooking grits, woah, woah, whoa Have a chicken Fuck your clique, woah woah, whoa Got them sticks Let's go!
Future|move that doh|2014|Real dope dealers forreal! Haha! Hahaha Young nigga move that dope They move that dope, they move that dope Young nigga move that dope Young nigga, young nigga move that dope Young nigga move that dope They move that dope, they move that dope Young nigga move that dope Whippin' the yam, whippin and flippin' the yam Turn the whole brick to a Lam Been rockin' the dope, soon as it get off the boat Keepin' it soft like a mink Gold on my link, coke in the sink Choppin' that work like karate Servin' a new Maserati, in a brand new Maserati That's a whole lot of new money Snatch it, then hide it from Movin' and squashin' them bells, servin' the rawest of yayo Beating that china like Kunta Kinte Whippin' it, whippin' that fish and Parkay Drinkin' on syrup, I'm rollin' up haze Made myself a boss, a boss or a plug Either way you put it, nigga, I'm good Triple salute, nigga, straight out the hood Bakin' soda water splash the scales Fork in my right and my pot in my left Leanin' over, over to the side, I whip me a four way to a nine The dirty, the money is homicide and my recipe can't be televised Young enough to still sell dope, but old enough that I knows better When they sayin' it's for that white powder, I knows better Get it nigga? I nose better, put a smile on the devil's face Who don't wanna sell dope forever and flood their Rollie 'til the bezel break? Woo! Fish scale in the twodoor that I fishtails Fiberglass, Ferrari leather, in designer shit that I misspell YUGHH! Look at the clues, the J's, the jewels, I'm actin' a monkey From sixteen years old, I'm whippin' in kitchens, fuckin' my junkies Pablo, Versace way before Migos My dinner plates, no silverware, all you niggas my Ehoes Toss a kilo like a free throw, crack house, it had the peephole Made it through to the other side, now nothing's big as my ego, Push Me, I try to leave the best for later But Pusha tried to put me on the respirator The old Skateboard P, that's your favorite Me and twenty girls doin' yoga naked Frequency high, like a spaceship She say that she like it and she's been exposed The Gandalf hat and the weird ass clothes That's Comme des Garcons and the Buffalo I know guerrillas with the triggers that's on a banana clip And packin' with the biggest missiles These niggas is knocking over vehicles These niggas ain't waitin' just to see niggas These niggas ain't tryna hear plea niggas These niggas like choppin' down trees, niggas These niggas and they squeeze, niggas These niggas hit the weed then they leave niggas, gee, nigga If you got two hoes, you need to let one go Two Lambos, you need to let one go All these drones while y'all smoke dro There's an eye in the sky, I'm tryna let y'all know Ain't no standards, I'ma set one though Big ass bag but no man sandals All that war, we need to let that go That boom business, I'ma get that ho Young nigga got that coke, whip that dope like a batter How you think about that coupe, with no roof? Young nigga cashed out Pass me the purp, pass me the zan, young nigga 'bout to pass out jump from behind her, I got some in the car, young nigga 'bout to smash out Migo hit that line, say he got some bricks, young fresh, 'bout to buy 'em out QuikTrip 'round the corner, dropped a nine Got the J's in the hood tryna smoke a line Cocaine, cocaine cowboy, like Mickey Munday Take over the project, whip a line, me no wait I keep a in my coat, while I'm servin' dope J's in my hood smoke that crack, say it give 'em hope Serve a nigga whole brick, he hopin' that it come and go Young nigga turnt up, spend that money with Casino!
Future|jumpin on a jet|2019| Yeah, ho Yeah, ho Yeah, ho Yeah, ho Yeah, ho Yeah, ho Yeah, ho Yeah, ho We say it's up, then it's up Perfect timin', dropped a diamond in my cup Solitaires on my ankles, I'm weighed up See, you trollin' and that shit not weighin' up Lambo truck, and I'm flexin', princess cut On the G, Fendi my clothes, travel the globe Put the carats in my nose Never did fold And I won't sell my soul, platinum rose gold Philippe my hoes Tricking it oooff Fuckin' on a starararar Might get you a carararar I was standin' on the barararar It was me and my squaadadad We was drippin' in aaagua Ordered the passenger Flyest nigga in America Fresher than a mannequin VVS' got my hoes sprung Jumpin' on and off the jet Jumpin' on and off the jet Jumpin' on and off the jet Jumpin' on and off the jet Jumpin' on and off the jet Jumpin' on and off the jet Jumpin' on and off the jet Jumpin' on and off Say it's war We gon' down him and fuck his ho I'm on a bar, puttin' these marbles in my doors No, I can't change, I got a short bus, on my ring I'm on flames, me and my ho, hood gangbang I'm a superstar, but I already got my stains I was in the back seat, but I was switchin' lanes TV the headrest, pull up at the Clearport I stay dead fresh, foreign my transport Ordered the passenger Flyest nigga in America Fresher than a mannequin VVS' got my hoes sprung Jumpin' on and off the jet Jumpin' on and off the jet Jumpin' on and off the jet Jumpin' on and off the jet Jumpin' on and off the jet Jumpin' on and off the jet Jumpin' on and off the jet Jumpin' on and off 
Future|no cap|2017|Southside on the track, yeah Ha ha Yeah Take it out the bank, go put it up Got my main hoe, put her up Straight off the lot, go put it up My last two foreigns pulled up Straight out the bank, go put it up Everybody in the hood gone pull up I got 'em on Xans and the Roxy's The homie done ran with a thottie Every week I change my closet Got a Fendi store in my house Got a Bentley garage in my house Got a watch on my wrist cost a house My bitch can't sleep at my house Make her sleep at a hotel now And when you talk, man, you talking off cap And your diamonds they looking like tap I was always ducking from the paps Keep an R&B bitch in my lap Out in Beverly Hills, I adapt But I still had to ride with that strap Yellow diamonds like banana, that's cap Put some dirty in Mello Yello, no cap Rocking Maison Margiela's, that's cap Red bitch, Cinderella, no cap I can turn perro I can turn Pedro Bad bitch out the ghetto Eating like middle I'm 'bout to get better Still trapping for Beretta's Rolls Royce, I'm a gorilla Getting dome at Coachella Yeah, hop out the coupe and titty fuck her Yeah, free Bobby Shmurda motherfuck the Rucker's I'ma lean back in the back, she suck like lollisuckers I lied when I said I love her Backstabbed the bitch, like I'm Michael Myers My little brother keep a stick on the seat He gone brrrt, brrrt, brrrt 'til your heart stop beating I'm a Zone nigga and I'm riding in a foreign Fuck a bad yellow bitch anytime I get bored Nigga, uh I'm a giant on these streets, nigga, uh Switch my bitch once a week, nigga, uh . in my Goyard, uh Gone need a way bigger surf board, uh I bust down my plain Yachtmaster with bezels I flew her out to Vegas, swear to God, forgot to hit her I made 'em quit they jobs, then I gave 'em to my niggas I gave a little startup money and put her in a rental I send my Ethiopian to go pray at the temple I flood her heart with diamonds, just to pray, it's so expensive She tasting holy water, so, for me, it's beneficial She caught the holy ghost when I gave her the presidential
Future|super trapper|2017|The top come out the Lamb cause I'm a super trapper My pockets on Fat Albert I'm a super trapper I came up from out the 'partments where they trigger happy Bought my bitch a brand new Rollie and she still ain't happy Got that Cartier with diamonds and I'm laughing at ya Turbo Porsche cause I'm a super trapper Young Pluto is out the trenches, but I'm big and badder I can't never go back broke and that what really matter Tryin' to sabotage my crew? boy you a swagger jacker Turbo Porsche cause I'm a super trapper Rags to riches, fuck these snitches I ain't scared, bruh Cold and shiesty, put some prices on your head I'm a product of da young nigga with dreds, yuh Yeah my left wrist cost a bird, I'm a Tropicana serve Shorty unsure Hope we don't do no sherm Came from out da curb Made myself a Don I gotta do payroll My check on Jose Canseco First class Saint Tropez hoe You do whatever I say so The top come out the Lamb cause I'm a super trapper My pockets on Fat Albert I'm a super trapper Two door Maybach on the schedule that's the latest Hard top Rari, Double R, hey, that's Mercedes I came up from out the 'partments where they trigger happy Bought my bitch a brand new Rollie and she still ain't happy Got that Cartier with diamonds and I'm laughing at ya Turbo Porsche cause I'm a super trapper Young Pluto is out the trenches, but I'm big and badder I can't never go back broke and that what really matter Tryin' to sabotage my crew? boy you a swagger jacker Turbo Porsche 'cause I'm a super trapper All these foreigns got me lookin' inconsiderate All these 'xotic bitches got me like a racist I just throw that in the safe and then count it My tennis bracelets lookin' like a water fountain I got Benjamins, they taller than a mountain I was pushing dope and then hired an accountant Lamborghini, I say Lamb when I pronounce it The doors go lift up in the air and they so spacious I came up from out the 'partments where they trigger happy Bought my bitch a brand new Rollie and she still ain't happy Got that Cartier with diamonds and I'm laughing at ya Turbo Porsche 'cause I'm a super trapper Young Pluto is out the trenches, but I'm big and badder I can't never go back broke and that what really matter Tryin' to sabotage my crew? boy you a swagger jacker Turbo Porsche 'cause I'm a super trapper I'll raise ya 'bout that fettuccine then some Told her meet me at the boat I'm in its mad simple I still will push the line nigga Julius Peppers Keep money on my mind, got a bad temper Paid cash, it's very hard for me to do rentals I can't hate ya, cause I faked it 'til I made it too Sober lady you betrayed and got deflated I'm trying pick, this young bitch gon' be my lady I got bitches, different flavor, this one Cajun I'ma pimp her, and her sister?, I'm her favorite Keep it cordial with these niggas cause they traders I'm on molly and its pink like it's Ms. Piggy The top come out the Lamb 'cause I'm a super trapper My pockets on Fat Albert, I'm a super trapper Two door Maybach on the schedule that's the latest Hard top Rari, Double R, hey that's Mercedes The top come out the Lamb 'cause I'm a super trapper My pockets on Fat Albert I'm a super trapper Two door Maybach on the schedule that's the latest
